title,release_year,category,duration,country,type,rating,Year,Content spend ($bn),Revenue ($bn),Gross Profit ($bn),Net Income ($bn),Paid Subscribers (mm)
Deliver Us from Evil,2014,"Action, Adventure, Crime",118 min,Not Given,Unknown,R,2014,0.0,5.5,1.8,0.27,54.47
Marco Polo,2014,"Action, Adventure, Drama",60 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
Noah,2014,"Action, Adventure, Drama",138 min,Not Given,Unknown,PG-13,2014,0.0,5.5,1.8,0.27,54.47
Haikyu!!,2014,"Animation, Comedy, Drama",24 min,Not Given,Unknown,TV-14,2014,0.0,5.5,1.8,0.27,54.47
Z Nation,2014,"Action, Comedy, Drama",44 min,Not Given,Unknown,TV-14,2014,0.0,5.5,1.8,0.27,54.47
The Musketeers,2014,"Adventure, Drama",55 min,Not Given,Unknown,TV-14,2014,0.0,5.5,1.8,0.27,54.47
Cosmos: A Spacetime Odyssey,2014,Documentary,557 min,Not Given,Unknown,TV-PG,2014,0.0,5.5,1.8,0.27,54.47
Salem,2014,"Drama, Fantasy, Horror",60 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
Nanatsu no taizai,2014,"Animation, Action, Adventure",24 min,Not Given,Unknown,TV-14,2014,0.0,5.5,1.8,0.27,54.47
From Dusk Till Dawn: The Series,2014,"Action, Crime, Fantasy",45 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
Taken 3,2014,"Action, Crime, Thriller",108 min,Not Given,Unknown,PG-13,2014,0.0,5.5,1.8,0.27,54.47
Black Money Love,2014,"Action, Crime, Drama",90 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
Your Lie in April,2014,"Animation, Comedy, Drama",23 min,Not Given,Unknown,TV-PG,2014,0.0,5.5,1.8,0.27,54.47
Lovesick,2014,Comedy,24 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
Akame ga Kill!,2014,"Animation, Action, Adventure",24 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
Big Game,2014,"Action, Adventure",110 min,Not Given,Unknown,PG-13,2014,0.0,5.5,1.8,0.27,54.47
Suite FranÃ§aise,2014,"Drama, Romance, Thriller",107 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
Bitten,2014,"Drama, Fantasy, Horror",44 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
The One I Love,2014,"Comedy, Drama, Fantasy",91 min,Not Given,Unknown,R,2014,0.0,5.5,1.8,0.27,54.47
Tyrant,2014,"Action, Drama, Thriller",60 min,Not Given,Unknown,TV-14,2014,0.0,5.5,1.8,0.27,54.47
Sabotage,2014,"Action, Crime, Drama",109 min,Not Given,Unknown,R,2014,0.0,5.5,1.8,0.27,54.47
Laggies,2014,"Comedy, Drama, Romance",99 min,Not Given,Unknown,R,2014,0.0,5.5,1.8,0.27,54.47
Stonehearst Asylum,2014,"Drama, Horror, Mystery",112 min,Not Given,Unknown,PG-13,2014,0.0,5.5,1.8,0.27,54.47
Odd Squad,2014,"Action, Adventure, Comedy",27 min,Not Given,Unknown,TV-Y,2014,0.0,5.5,1.8,0.27,54.47
When Marnie Was There,2014,"Animation, Drama, Family",103 min,Not Given,Unknown,PG,2014,0.0,5.5,1.8,0.27,54.47
We Bare Bears,2014,"Animation, Adventure, Comedy",30 min,Not Given,Unknown,TV-PG,2014,0.0,5.5,1.8,0.27,54.47
Honeymoon,2014,"Drama, Fantasy, Horror",87 min,Not Given,Unknown,R,2014,0.0,5.5,1.8,0.27,54.47
Ascension,2014,"Drama, Sci-Fi",231 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
Blippi,2014,Family,11 min,Not Given,Unknown,TV-Y,2014,0.0,5.5,1.8,0.27,54.47
Step Up All In,2014,"Drama, Music, Romance",112 min,Not Given,Unknown,PG-13,2014,0.0,5.5,1.8,0.27,54.47
Flight 7500,2014,"Drama, Horror, Sci-Fi",80 min,Not Given,Unknown,PG-13,2014,0.0,5.5,1.8,0.27,54.47
Boy Meets Girl,2014,"Comedy, Drama, Romance",95 min,Not Given,Unknown,R,2014,0.0,5.5,1.8,0.27,54.47
Noragami,2014,"Animation, Action, Adventure",24 min,Not Given,Unknown,TV-14,2014,0.0,5.5,1.8,0.27,54.47
Sonic Boom,2014,"Animation, Short, Action",11 min,Not Given,Unknown,TV-Y7,2014,0.0,5.5,1.8,0.27,54.47
Are You the One?,2014,"Game-Show, Reality-TV, Romance",41 min,Not Given,Unknown,TV-14,2014,0.0,5.5,1.8,0.27,54.47
Million Dollar Arm,2014,"Biography, Drama, Sport",124 min,Not Given,Unknown,PG,2014,0.0,5.5,1.8,0.27,54.47
Balls Out,2014,"Comedy, Sport",100 min,Not Given,Unknown,R,2014,0.0,5.5,1.8,0.27,54.47
The Prince,2014,"Action, Thriller",93 min,Not Given,Unknown,R,2014,0.0,5.5,1.8,0.27,54.47
Hey Duggee,2014,"Animation, Comedy, Family",7 min,Not Given,Unknown,TV-Y,2014,0.0,5.5,1.8,0.27,54.47
V/H/S Viral,2014,"Horror, Thriller",81 min,Not Given,Unknown,R,2014,0.0,5.5,1.8,0.27,54.47
Fate/stay night [Unlimited Blade Works],2014,"Animation, Action, Adventure",24 min,Not Given,Unknown,TV-14,2014,0.0,5.5,1.8,0.27,54.47
From the Dark,2014,"Horror, Thriller",90 min,Not Given,Unknown,Unrated,2014,0.0,5.5,1.8,0.27,54.47
Jarhead 2: Field of Fire,2014,"Action, Drama, War",103 min,Not Given,Unknown,R,2014,0.0,5.5,1.8,0.27,54.47
Lady of Steel,2014,"Crime, Drama, Romance",Unknown,Not Given,Unknown,TV-14,2014,0.0,5.5,1.8,0.27,54.47
Sharknado 2: The Second One,2014,"Action, Adventure, Comedy",95 min,Not Given,Unknown,TV-14,2014,0.0,5.5,1.8,0.27,54.47
Zapped,2014,"Comedy, Family, Fantasy",102 min,Not Given,Unknown,TV-G,2014,0.0,5.5,1.8,0.27,54.47
T-Rex Ranch,2014,Family,Unknown,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
The Irregular at Magic High School,2014,"Animation, Action, Drama",22 min,Not Given,Unknown,TV-14,2014,0.0,5.5,1.8,0.27,54.47
Copenhagen,2014,"Adventure, Drama, Romance",98 min,Not Given,Unknown,Not Rated,2014,0.0,5.5,1.8,0.27,54.47
Happy New Year,2014,"Action, Comedy, Crime",180 min,Not Given,Unknown,Not Rated,2014,0.0,5.5,1.8,0.27,54.47
Houdini,2014,"Biography, Drama",174 min,Not Given,Unknown,TV-14,2014,0.0,5.5,1.8,0.27,54.47
Some Assembly Required,2014,"Comedy, Family",Unknown,Not Given,Unknown,TV-G,2014,0.0,5.5,1.8,0.27,54.47
Anatomy of a Love Seen,2014,"Drama, Romance",80 min,Not Given,Unknown,Not Rated,2014,0.0,5.5,1.8,0.27,54.47
Swearnet: The Movie,2014,Comedy,112 min,Not Given,Unknown,NC-17,2014,0.0,5.5,1.8,0.27,54.47
Babylon,2014,"Comedy, Crime, Drama",50 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
The Bag Man,2014,"Action, Crime, Drama",108 min,Not Given,Unknown,R,2014,0.0,5.5,1.8,0.27,54.47
4 Moons,2014,"Drama, Romance",110 min,Not Given,Unknown,Unrated,2014,0.0,5.5,1.8,0.27,54.47
Talking Tom and Friends,2014,"Animation, Short, Adventure",11 min,Not Given,Unknown,TV-G,2014,0.0,5.5,1.8,0.27,54.47
Rosemary's Baby,2014,"Drama, Horror, Mystery",170 min,Not Given,Unknown,TV-14,2014,0.0,5.5,1.8,0.27,54.47
Transformers: Robots in Disguise,2014,"Animation, Action, Adventure",22 min,Not Given,Unknown,TV-Y7,2014,0.0,5.5,1.8,0.27,54.47
Fated to Love You,2014,"Comedy, Romance",60 min,Not Given,Unknown,TV-14,2014,0.0,5.5,1.8,0.27,54.47
All Hail King Julien,2014,"Animation, Short, Action",23 min,Not Given,Unknown,TV-Y7,2014,0.0,5.5,1.8,0.27,54.47
Kill Me Three Times,2014,"Action, Comedy, Crime",90 min,Not Given,Unknown,R,2014,0.0,5.5,1.8,0.27,54.47
Bright Night,2014,"Drama, Mystery",86 min,Not Given,Unknown,Unrated,2014,0.0,5.5,1.8,0.27,54.47
Shrew's Nest,2014,"Drama, Horror, Thriller",91 min,Not Given,Unknown,Not Rated,2014,0.0,5.5,1.8,0.27,54.47
Against the Sun,2014,"Biography, Drama, War",100 min,Not Given,Unknown,PG,2014,0.0,5.5,1.8,0.27,54.47
Cowspiracy: The Sustainability Secret,2014,Documentary,90 min,Not Given,Unknown,Not Rated,2014,0.0,5.5,1.8,0.27,54.47
Toy Story That Time Forgot,2014,"Animation, Short, Adventure",22 min,Not Given,Unknown,TV-G,2014,0.0,5.5,1.8,0.27,54.47
I Am Happiness on Earth,2014,Drama,122 min,Not Given,Unknown,Unrated,2014,0.0,5.5,1.8,0.27,54.47
"It's Okay, That's Love",2014,"Comedy, Drama, Romance",60 min,Not Given,Unknown,TV-14,2014,0.0,5.5,1.8,0.27,54.47
The Incident,2014,"Horror, Sci-Fi, Thriller",100 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
Tiny House Nation,2014,Reality-TV,43 min,Not Given,Unknown,TV-PG,2014,0.0,5.5,1.8,0.27,54.47
Stand by Me Doraemon,2014,"Animation, Comedy, Drama",95 min,Not Given,Unknown,TV-PG,2014,0.0,5.5,1.8,0.27,54.47
Stranded in Paradise,2014,"Comedy, Romance",86 min,Not Given,Unknown,TV-G,2014,0.0,5.5,1.8,0.27,54.47
Misaeng,2014,Drama,60 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
Adult Beginners,2014,"Action, Comedy, Drama",92 min,Not Given,Unknown,R,2014,0.0,5.5,1.8,0.27,54.47
The Perfect Dictatorship,2014,"Comedy, Drama",143 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
Preservation,2014,"Horror, Thriller",88 min,Not Given,Unknown,Not Rated,2014,0.0,5.5,1.8,0.27,54.47
Strange Empire,2014,"Drama, Western",60 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
Virunga,2014,"Documentary, War",100 min,Not Given,Unknown,Not Rated,2014,0.0,5.5,1.8,0.27,54.47
The Barkley Marathons: The Race That Eats Its Young,2014,"Documentary, Adventure, History",89 min,Not Given,Unknown,Not Rated,2014,0.0,5.5,1.8,0.27,54.47
Knights of Sidonia,2014,"Animation, Action, Adventure",Unknown,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
Jinn,2014,"Fantasy, Horror, Thriller",97 min,Not Given,Unknown,PG-13,2014,0.0,5.5,1.8,0.27,54.47
Imperial Dreams,2014,Drama,87 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
Silver Spoon,2014,"Crime, Drama",52 min,Not Given,Unknown,TV-14,2014,0.0,5.5,1.8,0.27,54.47
Life Itself,2014,"Documentary, Biography",121 min,Not Given,Unknown,R,2014,0.0,5.5,1.8,0.27,54.47
The Battered Bastards of Baseball,2014,"Documentary, Sport",80 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
Only You,2014,"Action, Drama, Romance",105 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
Expelled,2014,Comedy,85 min,Not Given,Unknown,PG-13,2014,0.0,5.5,1.8,0.27,54.47
Monthly Girls' Nozaki-kun,2014,"Animation, Comedy, Romance",23 min,Not Given,Unknown,TV-PG,2014,0.0,5.5,1.8,0.27,54.47
Zbrodnia,2014,"Action, Crime",60 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
At the Devil's Door,2014,Horror,91 min,Not Given,Unknown,Not Rated,2014,0.0,5.5,1.8,0.27,54.47
Dealer,2014,"Action, Crime, Thriller",75 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
Booba,2014,"Animation, Comedy, Family",96 min,Not Given,Unknown,TV-Y7,2014,0.0,5.5,1.8,0.27,54.47
LoliRock,2014,"Animation, Action, Adventure",26 min,Not Given,Unknown,TV-Y,2014,0.0,5.5,1.8,0.27,54.47
Moving Art,2014,Documentary,25 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
Tiger Orange,2014,Drama,75 min,Not Given,Unknown,Unrated,2014,0.0,5.5,1.8,0.27,54.47
The Paedophile Hunter,2014,Documentary,70 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
What's with This Family,2014,"Comedy, Drama, Romance",65 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
The 11th Hour,2014,"Drama, Thriller",97 min,Not Given,Unknown,Not Rated,2014,0.0,5.5,1.8,0.27,54.47
Cunning Single Lady,2014,"Comedy, Romance",55 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
Wildflower,2014,"Drama, Thriller",92 min,Not Given,Unknown,PG-13,2014,0.0,5.5,1.8,0.27,54.47
Asktan KaÃ§ilmaz,2014,"Drama, Romance",100 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
The Gabby Douglas Story,2014,"Biography, Drama, Sport",86 min,Not Given,Unknown,Not Rated,2014,0.0,5.5,1.8,0.27,54.47
Fed Up,2014,Documentary,92 min,Not Given,Unknown,PG,2014,0.0,5.5,1.8,0.27,54.47
Horsin' Around,2014,"Short, Comedy, Music",1 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
Hits,2014,"Comedy, Drama",96 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
Angry Birds Stella,2014,Animation,6 min,Not Given,Unknown,TV-Y7,2014,0.0,5.5,1.8,0.27,54.47
Futuro Beach,2014,"Drama, Romance",106 min,Not Given,Unknown,Unrated,2014,0.0,5.5,1.8,0.27,54.47
"Three Wives, One Husband",2014,Documentary,60 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
Medicinen,2014,"Comedy, Drama",114 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
Coming Soon,2014,"Comedy, Drama, Romance",134 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
Rage of Bahamut: Genesis,2014,"Animation, Action, Fantasy",24 min,Not Given,Unknown,TV-14,2014,0.0,5.5,1.8,0.27,54.47
The Gospel of John,2014,Drama,160 min,Not Given,Unknown,Unrated,2014,0.0,5.5,1.8,0.27,54.47
Mini Force: The Beginning,2014,"Animation, Action, Adventure",20 min,Not Given,Unknown,TV-Y7,2014,0.0,5.5,1.8,0.27,54.47
Death Clique,2014,"Crime, Drama, Mystery",83 min,Not Given,Unknown,TV-PG,2014,0.0,5.5,1.8,0.27,54.47
The Driver,2014,"Crime, Drama",180 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
Aliens on the Moon: The Truth Exposed,2014,Sci-Fi,86 min,Not Given,Unknown,Not Rated,2014,0.0,5.5,1.8,0.27,54.47
La mujer que hablaba con los muertos,2014,"Comedy, Horror",102 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
Boss & Me,2014,Romance,45 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
Invasion 1897,2014,"Biography, Drama",113 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
Monty Python: The Meaning of Live,2014,Documentary,90 min,Not Given,Unknown,Not Rated,2014,0.0,5.5,1.8,0.27,54.47
Ungli,2014,"Crime, Drama, Thriller",114 min,Not Given,Unknown,Not Rated,2014,0.0,5.5,1.8,0.27,54.47
Bill Burr: I'm Sorry You Feel That Way,2014,Comedy,80 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
Trailer Park Boys: Don't Legalize It,2014,"Comedy, Crime, Drama",95 min,Not Given,Unknown,TV-14,2014,0.0,5.5,1.8,0.27,54.47
Secrets of War,2014,"Drama, Family, History",95 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
Iron Man and Captain America: Heroes United,2014,"Animation, Action, Adventure",71 min,Not Given,Unknown,PG,2014,0.0,5.5,1.8,0.27,54.47
The Pact II,2014,"Horror, Mystery, Thriller",96 min,Not Given,Unknown,Not Rated,2014,0.0,5.5,1.8,0.27,54.47
Mission Blue,2014,"Documentary, Drama",95 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
Piggy Tales,2014,"Animation, Adventure, Comedy",1 min,Not Given,Unknown,TV-Y,2014,0.0,5.5,1.8,0.27,54.47
My Beautiful Broken Brain,2014,"Documentary, Biography",86 min,Not Given,Unknown,TV-14,2014,0.0,5.5,1.8,0.27,54.47
Percentage,2014,"Action, Crime, Drama",86 min,Not Given,Unknown,Not Rated,2014,0.0,5.5,1.8,0.27,54.47
Iceman,2014,"Action, Comedy, History",104 min,Not Given,Unknown,R,2014,0.0,5.5,1.8,0.27,54.47
VeggieTales in the House,2014,"Animation, Short, Adventure",Unknown,Not Given,Unknown,TV-Y,2014,0.0,5.5,1.8,0.27,54.47
The Dorm,2014,"Horror, Mystery",79 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
1-Oct,2014,"Crime, Drama, Mystery",148 min,Not Given,Unknown,PG-13,2014,0.0,5.5,1.8,0.27,54.47
Alive Inside: A Story of Music and Memory,2014,"Documentary, Music, News",78 min,Not Given,Unknown,Not Rated,2014,0.0,5.5,1.8,0.27,54.47
Na Maloom Afraad,2014,"Comedy, Crime, Thriller",137 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
Darr @ the Mall,2014,"Horror, Thriller",124 min,Not Given,Unknown,Not Rated,2014,0.0,5.5,1.8,0.27,54.47
Hadi Insallah,2014,"Comedy, Romance",96 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
Shirobako,2014,"Animation, Comedy, Drama",Unknown,Not Given,Unknown,TV-PG,2014,0.0,5.5,1.8,0.27,54.47
Winx Club: The Mystery of the Abyss,2014,"Animation, Action, Adventure",83 min,Not Given,Unknown,TV-Y7,2014,0.0,5.5,1.8,0.27,54.47
Monty Python Live (Mostly),2014,"Documentary, Comedy, Musical",162 min,Not Given,Unknown,Not Rated,2014,0.0,5.5,1.8,0.27,54.47
Hear No Evil,2014,Drama,90 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
Pants on Fire,2014,"Comedy, Family",85 min,Not Given,Unknown,Unrated,2014,0.0,5.5,1.8,0.27,54.47
Dig Two Graves,2014,"Drama, Horror, Mystery",85 min,Not Given,Unknown,Not Rated,2014,0.0,5.5,1.8,0.27,54.47
Manhattan Romance,2014,"Comedy, Drama, Romance",94 min,Not Given,Unknown,TV-14,2014,0.0,5.5,1.8,0.27,54.47
My Little Pony: Equestria Girls - Rainbow Rocks,2014,"Animation, Adventure, Comedy",75 min,Not Given,Unknown,TV-Y,2014,0.0,5.5,1.8,0.27,54.47
Love Sick: The Series,2014,Romance,Unknown,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
Machhli Jal Ki Rani Hai,2014,Horror,120 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
Unfreedom,2014,"Crime, Drama, Romance",102 min,Not Given,Unknown,Not Rated,2014,0.0,5.5,1.8,0.27,54.47
Pride and Prejudice,2014,"Drama, Romance",Unknown,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
K-9 Adventures: Legend of the Lost Gold,2014,"Adventure, Family",90 min,Not Given,Unknown,Not Rated,2014,0.0,5.5,1.8,0.27,54.47
Cocaine Cowboys: Reloaded,2014,"Documentary, Crime, History",152 min,Not Given,Unknown,R,2014,0.0,5.5,1.8,0.27,54.47
Champs,2014,"Documentary, Biography, Sport",85 min,Not Given,Unknown,Not Rated,2014,0.0,5.5,1.8,0.27,54.47
The Fluffy Movie: Unity Through Laughter,2014,"Documentary, Comedy",101 min,Not Given,Unknown,PG-13,2014,0.0,5.5,1.8,0.27,54.47
O21,2014,"Action, Thriller",124 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
Diary of a Night Watchman,2014,"Drama, Fantasy",60 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
Boss Wants a Happy Ending,2014,"Comedy, Romance",109 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
Video Games: The Movie,2014,"Documentary, Animation, History",101 min,Not Given,Unknown,Not Rated,2014,0.0,5.5,1.8,0.27,54.47
Atari: Game Over,2014,Documentary,66 min,Not Given,Unknown,TV-14,2014,0.0,5.5,1.8,0.27,54.47
Gekijouban Shimajirou no wao!: Shimajirou to kujira no uta,2014,"Animation, Adventure, Family",Unknown,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
The Culture High,2014,"Documentary, News",120 min,Not Given,Unknown,TV-14,2014,0.0,5.5,1.8,0.27,54.47
Tom Segura: Completely Normal,2014,"Documentary, Comedy",74 min,Not Given,Unknown,Not Rated,2014,0.0,5.5,1.8,0.27,54.47
The Overnighters,2014,"Documentary, Drama",102 min,Not Given,Unknown,PG-13,2014,0.0,5.5,1.8,0.27,54.47
1 Chance 2 Dance,2014,"Drama, Family",89 min,Not Given,Unknown,G,2014,0.0,5.5,1.8,0.27,54.47
ThirTEEN Terrors,2014,"Horror, Mystery, Thriller",Unknown,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
The Great Interior Design Challenge,2014,Documentary,Unknown,Not Given,Unknown,TV-PG,2014,0.0,5.5,1.8,0.27,54.47
Silenced,2014,"Documentary, Drama",102 min,Not Given,Unknown,Not Rated,2014,0.0,5.5,1.8,0.27,54.47
Chung Cu Ma,2014,"Comedy, Horror",115 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
Dukhtar,2014,"Drama, Thriller",93 min,Not Given,Unknown,Not Rated,2014,0.0,5.5,1.8,0.27,54.47
Chelsea Peretti: One of the Greats,2014,Comedy,74 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
Shopkins,2014,Animation,Unknown,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
Akbar Birbal,2014,"Comedy, Drama, History",25 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
He Who Dares,2014,"Action, Crime, Thriller",82 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
"The Other One: The Long, Strange Trip of Bob Weir",2014,"Documentary, Biography, Music",85 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
The Search for General Tso,2014,"Documentary, Comedy, History",71 min,Not Given,Unknown,Not Rated,2014,0.0,5.5,1.8,0.27,54.47
Sunrise,2014,"Crime, Drama, Mystery",85 min,Not Given,Unknown,Not Rated,2014,0.0,5.5,1.8,0.27,54.47
And the Oscar Goes to...,2014,"Documentary, History",87 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
Jim Jefferies: BARE,2014,Comedy,77 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
Revolver Rani,2014,"Action, Comedy, Crime",132 min,Not Given,Unknown,Not Rated,2014,0.0,5.5,1.8,0.27,54.47
E-Team,2014,"Documentary, War",88 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
Placebo,2014,"Documentary, Drama, Fantasy",96 min,Not Given,Unknown,Not Rated,2014,0.0,5.5,1.8,0.27,54.47
6-5=2,2014,Horror,104 min,Not Given,Unknown,Unrated,2014,0.0,5.5,1.8,0.27,54.47
Misfire,2014,Action,90 min,Not Given,Unknown,Not Rated,2014,0.0,5.5,1.8,0.27,54.47
"Fat, Sick & Nearly Dead 2",2014,Documentary,88 min,Not Given,Unknown,Not Rated,2014,0.0,5.5,1.8,0.27,54.47
Incir ReÃ§eli 2,2014,"Drama, Romance",103 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
Devilish Charm,2014,Thriller,78 min,Not Given,Unknown,Not Rated,2014,0.0,5.5,1.8,0.27,54.47
Border: KeishichÃ´ SÃ´sa Ikka Satsujinhan SÃ´sa Dai 4-gakkari,2014,Drama,54 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
Print the Legend,2014,"Documentary, Biography, Drama",100 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
The Reconstruction of William Zero,2014,"Drama, Mystery, Sci-Fi",98 min,Not Given,Unknown,Not Rated,2014,0.0,5.5,1.8,0.27,54.47
Mees Kees op de planken,2014,"Comedy, Drama, Family",73 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
Stereo,2014,"Crime, Thriller",98 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
Red Carpet,2014,"Comedy, Romance",117 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
The Case Against 8,2014,"Documentary, Biography, News",109 min,Not Given,Unknown,TV-14,2014,0.0,5.5,1.8,0.27,54.47
Kira Kiralina,2014,Drama,99 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
Sickos,2014,"Comedy, Drama",93 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
Golden Cane Warrior,2014,"Action, Adventure, Drama",111 min,Not Given,Unknown,Not Rated,2014,0.0,5.5,1.8,0.27,54.47
Trailer Park Boys: Live at the North Pole,2014,Comedy,88 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
Angel 'n' Devil,2014,"Action, Comedy, Drama",50 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
"Big Dreams, Small Spaces",2014,Reality-TV,Unknown,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
Silent,2014,"Animation, Short, Adventure",3 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
Trailer Park Boys: Live in F**kin' Dublin,2014,Comedy,81 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
Hozuki's Coolheadedness,2014,"Animation, Comedy, Fantasy",24 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
Vessel,2014,"Documentary, Adventure, Biography",90 min,Not Given,Unknown,Not Rated,2014,0.0,5.5,1.8,0.27,54.47
Die PrÃ¤senz,2014,Horror,83 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
Meet the Mormons,2014,Documentary,78 min,Not Given,Unknown,PG,2014,0.0,5.5,1.8,0.27,54.47
Heart Street,2014,Romance,90 min,Not Given,Unknown,TV-MA,2014,0.0,5.5,1.8,0.27,54.47
Sun Belt Express,2014,"Comedy, Drama, Family",91 min,Not Given,Unknown,Unrated,2014,0.0,5.5,1.8,0.27,54.47
Killswitch,2014,"Documentary, Drama",72 min,Not Given,Unknown,Not Rated,2014,0.0,5.5,1.8,0.27,54.47
Space Racers,2014,"Animation, Family, Sci-Fi",22 min,Not Given,Unknown,TV-Y,2014,0.0,5.5,1.8,0.27,54.47
